184212473.000000 18.488146 0.368740
184212513.000000 17.931116 0.369225
184212844.000000 18.006550 0.365157
184212884.000000 18.625059 0.364760
184213213.000000 18.370466 0.361832
184213252.000000 17.920702 0.361977
184213580.000000 17.902508 0.358801
184213618.000000 18.374052 0.359105
184213947.000000 18.275406 0.356967
184213984.000000 18.498514 0.353729
184214315.000000 18.461952 0.350579
184214353.000000 18.362133 0.346042
184214681.000000 18.577892 0.348517
184214721.000000 18.697828 0.348879
184215052.000000 18.369225 0.346229
184215090.000000 18.572708 0.348247
184215421.000000 18.177343 0.347663
184215459.000000 18.523422 0.346479
184215792.000000 18.542320 0.344171
184215830.000000 18.078865 0.341947
184216160.000000 18.231298 0.343249
184216198.000000 18.677090 0.341095
184216529.000000 17.536762 0.342463
184216567.000000 18.691925 0.343676
184216898.000000 18.157438 0.341361
184216936.000000 17.812574 0.343090
184217264.000000 18.219397 0.340805
184217304.000000 18.439917 0.341037
184217637.000000 18.479605 0.338312
184217675.000000 18.230217 0.339916
184218003.000000 18.439583 0.338477
184218041.000000 18.404135 0.339006
184218372.000000 18.605137 0.348798
184218412.000000 18.362663 0.348795
184218745.000000 18.626814 0.358623
184218785.000000 17.432072 0.355503
184219114.000000 18.243258 0.353349
184219154.000000 19.252502 0.344964
184219485.000000 18.834475 0.347871
184219523.000000 19.208984 0.360607
184219853.000000 18.337742 0.329512
184219891.000000 18.287020 0.329058
184220221.000000 18.751677 0.328848
184220259.000000 18.742836 0.326662
184220587.000000 19.296350 0.322220
184220627.000000 18.701612 0.326197
184220958.000000 18.540150 0.322776
184220996.000000 18.817749 0.326715
184221324.000000 18.851162 0.325644
184221362.000000 19.134125 0.325074
184221695.000000 18.955853 0.323380
184221733.000000 18.839468 0.322827
184222064.000000 19.070896 0.319157
184222101.000000 18.891016 0.318393
184222432.000000 18.483656 0.321613
184222470.000000 18.262064 0.320472
184222798.000000 18.732002 0.320280
184222836.000000 18.712929 0.319321
184223258.000000 18.267578 0.315987
184223295.000000 18.476681 0.317093
184223628.000000 18.900360 0.315761
184223666.000000 18.508577 0.316001
184223903.000000 18.286077 0.314089
184223941.000000 18.744774 0.314571
184224180.000000 18.521629 0.312550
184224220.000000 18.540895 0.310197
184224457.000000 18.905876 0.313099
184224497.000000 19.015478 0.310875
184224736.000000 18.517893 0.310492
184224774.000000 18.537029 0.310719
184226041.000000 18.949690 0.301873
184226079.000000 18.358433 0.297846
184226315.000000 18.959282 0.301271
184226353.000000 19.060974 0.301571
184226592.000000 18.749554 0.298363
184226630.000000 18.534470 0.297884
184226869.000000 19.472118 0.295428
184226909.000000 18.960646 0.295062
184227146.000000 18.788122 0.291894
184227184.000000 18.639320 0.292201
184227329.000000 18.813166 0.291691
184227368.000000 18.571682 0.288932
184227618.000000 18.771849 0.288548
184227656.000000 18.526535 0.288362
184227901.000000 18.973860 0.289197
184227940.000000 18.414717 0.289965
184228084.000000 18.837481 0.291763
184228123.000000 18.518002 0.290808
184228264.000000 18.271660 0.294991
184228304.000000 19.055391 0.296267
184228449.000000 18.583521 0.314647
184228487.000000 18.340858 0.318910
2147483647.000000 nan nan
2147483647.000000 nan nan
2147483647.000000 nan nan
2147483647.000000 nan nan
2147483647.000000 nan nan
2147483647.000000 nan nan
2147483647.000000 nan nan
2147483647.000000 nan nan
2147483647.000000 nan nan
2147483647.000000 nan nan
2147483647.000000 nan nan
2147483647.000000 nan nan
184300166.000000 18.901524 0.410890
184300205.000000 18.565317 0.409057
184300442.000000 18.203075 0.408072
184300483.000000 18.697252 0.409058
184300720.000000 18.467649 0.409202
184300760.000000 18.740343 0.406921
184300997.000000 18.872425 0.403097
184301035.000000 18.447584 0.403852
184301274.000000 18.822899 0.400872
184301314.000000 18.009699 0.396160
184301551.000000 18.185247 0.395892
184301589.000000 18.229675 0.396651
184301828.000000 18.745218 0.397042
184301868.000000 18.503031 0.398194
184302106.000000 19.178268 0.395081
184302145.000000 18.909746 0.397439
184302380.000000 18.919233 0.392335
184302420.000000 18.749693 0.392761
184302657.000000 18.633556 0.394292
184302694.000000 19.190372 0.393115
184302934.000000 18.742062 0.386170
184302971.000000 18.638002 0.388289
184303211.000000 18.384436 0.389306
184303248.000000 18.612921 0.389158
184303485.000000 19.079041 0.386051
184303523.000000 18.623127 0.386954
184303762.000000 19.151606 0.388600
184303800.000000 19.195528 0.389278
184304039.000000 18.875235 0.388994
184304077.000000 18.843973 0.387971
